0.000000000000000000e+00,3.014999999999997726e+01,4.249999999999999889e-01,2.140580574962899080e-02,8.943421570018933106e-03,7.110932742202806522e-03,3.746016006185073216e-02
1.667292527224934207e-01,3.019720737013426515e+01,4.232303331514115086e-01,2.169834227967087914e-02,9.126758491600522882e-03,7.146998218152637340e-03,3.797209898942403850e-02
3.334585054449868413e-01,3.024441447746750100e+01,4.214607057093450182e-01,2.199887673967571705e-02,9.315124388956007306e-03,7.184033165800781350e-03,3.849803429443250657e-02
5.001877581674802897e-01,3.029162105920028125e+01,4.196911570794445989e-01,2.230762998531955407e-02,9.508675153647606210e-03,7.222047335342064549e-03,3.903835247430922223e-02
6.669170108899736826e-01,3.033882685253587397e+01,4.179217266655998464e-01,2.262482884655322990e-02,9.707571398831760928e-03,7.261050236083158894e-03,3.959345048146815232e-02
8.336462636124670755e-01,3.038603159468203785e+01,4.161524538690677955e-01,2.295070614867205858e-02,9.911978530724360401e-03,7.301051080779677460e-03,4.016373576017610164e-02
1.000375516334960579e+00,3.043323502285261384e+01,4.143833780875956774e-01,2.328550071400469629e-02,1.012206681082706596e-02,7.342058724676456261e-03,4.074962624950821677e-02
1.167104769057453861e+00,3.048043687426832093e+01,4.126145387145435106e-01,2.362945734146950846e-02,1.033801140728102079e-02,7.384081598821108823e-03,4.135155034757163894e-02
1.333834021779947365e+00,3.052763688615897308e+01,4.108459751380070801e-01,2.398282676095780594e-02,1.055999243352611500e-02,7.427127637192243795e-03,4.196994683167615953e-02
1.500563274502440869e+00,3.057483479576455920e+01,4.090777267399411943e-01,2.434586555918914069e-02,1.078819497223792480e-02,7.471204197153933323e-03,4.260526472858099795e-02
1.667292527224934151e+00,3.062203034033672111e+01,4.073098328952815539e-01,2.471883607334330810e-02,1.102280908228967481e-02,7.516317972717808868e-03,4.325796312835079177e-02
1.834021779947427655e+00,3.066922325714028830e+01,4.055423329710694524e-01,2.510200624840521269e-02,1.126402978624122322e-02,7.562474900062682824e-03,4.392851093470911961e-02
2.000751032669921159e+00,3.071641328345469901e+01,4.037752663255743668e-01,2.549564945376093378e-02,1.151205703559048631e-02,7.609680054730211425e-03,4.461738654408163585e-02
2.167480285392414441e+00,3.076360015657559188e+01,4.020086723074171031e-01,2.590004425415547498e-02,1.176709565073327975e-02,7.657937539883326490e-03,4.532507744477207862e-02
2.334209538114907723e+00,3.081078361381599962e+01,4.002425902546946079e-01,2.631547412966311547e-02,1.202935523226442670e-02,7.707250364982910773e-03,4.605207972691045121e-02
2.500938790837401449e+00,3.085796339250811116e+01,3.984770594941034472e-01,2.674222713883008667e-02,1.229905003991505798e-02,7.757620314207508763e-03,4.679889749295264995e-02
2.667668043559894731e+00,3.090513923000440855e+01,3.967121193400641177e-01,2.718059551862560611e-02,1.257639883505764535e-02,7.809047803911560968e-03,4.756604215759480808e-02
2.834397296282388012e+00,3.095231086367959961e+01,3.949478090938453034e-01,2.763087521428156737e-02,1.286162468232040883e-02,7.861531728390769302e-03,4.835403162499274377e-02
3.001126549004881738e+00,3.099947803093147058e+01,3.931841680426895747e-01,2.809336533151449850e-02,1.315495470543717217e-02,7.915069293198708639e-03,4.916338933015037410e-02
3.167855801727375020e+00,3.104664046918293252e+01,3.914212354589378662e-01,2.856836750300613403e-02,1.345661979201598010e-02,7.969655835238620423e-03,4.999464313026073803e-02
3.334585054449868302e+00,3.109379791588310127e+01,3.896590505991546216e-01,2.905618516037525648e-02,1.376685424144233512e-02,8.025284628839111575e-03,5.084832403065670664e-02
3.501314307172362028e+00,3.114095010850888912e+01,3.878976527032549360e-01,2.955712270220534413e-02,1.408589534964043224e-02,8.081946677013569780e-03,5.172496472885934615e-02
3.668043559894855310e+00,3.118809678456653955e+01,3.861370809936293669e-01,3.007148454800548723e-02,1.441398292390139169e-02,8.139630487102722869e-03,5.262509795900960352e-02
3.834772812617348592e+00,3.123523768159276415e+01,3.843773746742716879e-01,3.059957406728353382e-02,1.475135872045410523e-02,8.198321830008540798e-03,5.354925461774617812e-02
4.001502065339842318e+00,3.128237253715673205e+01,3.826185729299047544e-01,3.114169237220579256e-02,1.509826579690497564e-02,8.258003482249372251e-03,5.449796165136014392e-02
4.168231318062335156e+00,3.132950108886115004e+01,3.808607149251089785e-01,3.169813696162211702e-02,1.545494777111516664e-02,8.318654950101421128e-03,5.547173968283870132e-02
