0.000000000000000000e+00,3.014999999999997726e+01,4.249999999999999889e-01,1.873008003092536608e-02,1.873008003092536608e-02,3.746016006185073216e-02
1.667292527224934207e-01,3.019720737013426515e+01,4.232303331514115086e-01,1.916523254699947776e-02,1.880686644242456074e-02,3.797209898942403850e-02
3.334585054449868413e-01,3.024441447746750100e+01,4.214607057093450182e-01,1.961233064646843507e-02,1.888570364796407150e-02,3.849803429443250657e-02
5.001877581674802897e-01,3.029162105920028125e+01,4.196911570794445989e-01,2.007175410020803005e-02,1.896659837410119218e-02,3.903835247430922223e-02
6.669170108899736826e-01,3.033882685253587397e+01,4.179217266655998464e-01,2.054389443168281801e-02,1.904955604978533432e-02,3.959345048146815232e-02
8.336462636124670755e-01,3.038603159468203785e+01,4.161524538690677955e-01,2.102915511910404683e-02,1.913458064107205481e-02,4.016373576017610164e-02
1.000375516334960579e+00,3.043323502285261384e+01,4.143833780875956774e-01,2.152795177728259249e-02,1.922167447222562428e-02,4.074962624950821677e-02
1.167104769057453861e+00,3.048043687426832093e+01,4.126145387145435106e-01,2.204071231534985784e-02,1.931083803222178111e-02,4.135155034757163894e-02
1.333834021779947365e+00,3.052763688615897308e+01,4.108459751380070801e-01,2.256787706606917798e-02,1.940206976560698154e-02,4.196994683167615953e-02
1.500563274502440869e+00,3.057483479576455920e+01,4.090777267399411943e-01,2.310989888196646191e-02,1.949536584661453603e-02,4.260526472858099795e-02
1.667292527224934151e+00,3.062203034033672111e+01,4.073098328952815539e-01,2.366724319296838186e-02,1.959071993538240991e-02,4.325796312835079177e-02
1.834021779947427655e+00,3.066922325714028830e+01,4.055423329710694524e-01,2.424038801964675804e-02,1.968812291506236156e-02,4.392851093470911961e-02
2.000751032669921159e+00,3.071641328345469901e+01,4.037752663255743668e-01,2.482982393552456840e-02,1.978756260855706745e-02,4.461738654408163585e-02
2.167480285392414441e+00,3.076360015657559188e+01,4.020086723074171031e-01,2.543605397120096354e-02,1.988902347357111508e-02,4.532507744477207862e-02
2.334209538114907723e+00,3.081078361381599962e+01,4.002425902546946079e-01,2.605959345229485330e-02,1.999248627461559791e-02,4.605207972691045121e-02
2.500938790837401449e+00,3.085796339250811116e+01,3.984770594941034472e-01,2.670096976238800837e-02,2.009792773056464157e-02,4.679889749295264995e-02
2.667668043559894731e+00,3.090513923000440855e+01,3.967121193400641177e-01,2.736072202126632255e-02,2.020532013632848553e-02,4.756604215759480808e-02
2.834397296282388012e+00,3.095231086367959961e+01,3.949478090938453034e-01,2.803940066780956364e-02,2.031463095718318013e-02,4.835403162499274377e-02
3.001126549004881738e+00,3.099947803093147058e+01,3.931841680426895747e-01,2.873756693586628636e-02,2.042582239428408428e-02,4.916338933015037410e-02
3.167855801727375020e+00,3.104664046918293252e+01,3.914212354589378662e-01,2.945579221036905004e-02,2.053885091989169145e-02,4.999464313026073803e-02
3.334585054449868302e+00,3.109379791588310127e+01,3.896590505991546216e-01,3.019465724979927476e-02,2.065366678085742841e-02,5.084832403065670664e-02
3.501314307172362028e+00,3.114095010850888912e+01,3.878976527032549360e-01,3.095475125990152648e-02,2.077021346895781620e-02,5.172496472885934615e-02
3.668043559894855310e+00,3.118809678456653955e+01,3.861370809936293669e-01,3.173667080227875192e-02,2.088842715673085160e-02,5.262509795900960352e-02
3.834772812617348592e+00,3.123523768159276415e+01,3.843773746742716879e-01,3.254101852018105590e-02,2.100823609756512222e-02,5.354925461774617812e-02
4.001502065339842318e+00,3.128237253715673205e+01,3.826185729299047544e-01,3.336840166243652817e-02,2.112955998892361575e-02,5.449796165136014392e-02
4.168231318062335156e+00,3.132950108886115004e+01,3.808607149251089785e-01,3.421943038508058754e-02,2.125230929775811378e-02,5.547173968283870132e-02
4.334960570784828882e+00,3.137662307434385411e+01,3.791038398034499157e-01,3.509471580883245095e-02,2.137638454739169622e-02,5.647110035622415064e-02
4.501689823507322608e+00,3.142373823127900323e+01,3.773479866866059074e-01,3.599486780916726775e-02,2.150167556542497208e-02,5.749654337459224329e-02
4.668419076229815445e+00,3.147084629737901196e+01,3.755931946734980542e-01,3.692049251436473750e-02,2.162806069256342431e-02,5.854855320692816528e-02
4.835148328952309171e+00,3.151794701039580104e+01,3.738395028394190800e-01,3.787218948561137805e-02,2.175540595267830626e-02,5.962759543828968084e-02
5.001877581674802897e+00,3.156504010812199112e+01,3.720869502351630276e-01,3.885054855203542296e-02,2.188356418491110150e-02,6.073411273694652446e-02
5.168606834397295735e+00,3.161212532839289224e+01,3.703355758861555103e-01,3.985614627250352177e-02,2.201237413922225994e-02,6.186852041172578170e-02
5.335336087119789461e+00,3.165920240908735650e+01,3.685854187915856839e-01,4.088954199516686011e-02,2.214165953747904841e-02,6.303120153264590853e-02
5.502065339842283187e+00,3.170627108812971073e+01,3.668365179235368312e-01,4.195127348517355137e-02,2.227122810298737265e-02,6.422250158816092402e-02
