1694115415.3039284,-6179.0,-17307.0
1694115415.318141,-3291.0,-17212.0
1694115415.3326888,-3594.0,-17041.0
1694115415.3466167,-9440.0,-16965.0
1694115415.361789,-8503.0,-16942.0
1694115415.3757572,-6373.0,-17103.0
1694115415.3908782,-5344.0,-16730.0
1694115415.4047117,-3732.0,-16753.0
1694115415.4189367,-3273.0,-16822.0
1694115415.432662,-3144.0,-16801.0
1694115415.4467695,-2354.0,-16904.0
1694115415.4607744,-2260.0,-17171.0
1694115415.4750173,-1956.0,-17616.0
1694115415.4887497,-1521.0,-18075.0
1694115415.5028613,-1077.0,-18321.0
1694115415.517323,-983.0,-19325.0
1694115415.530973,-952.0,-20658.0
1694115415.545621,-754.0,-20967.0
1694115415.5599241,-683.0,-23951.0
1694115415.5740771,-719.0,-22564.0
1694115415.5881267,-1091.0,-14983.0
1694115415.602151,-764.0,-16171.0
1694115415.6156192,-342.0,-19779.0
1694115415.629998,-421.0,-21696.0
1694115415.6433136,-662.0,-23339.0
1694115415.6580892,-592.0,-24812.0
1694115415.6730509,-700.0,-25567.0
1694115415.6870053,-449.0,-25582.0
1694115415.7011576,-370.0,-26161.0
1694115415.715918,-224.0,-25559.0
1694115415.7299242,-525.0,-25832.0
1694115415.7441106,-683.0,-27057.0
1694115415.758652,-315.0,-27531.0
1694115415.7738187,-400.0,-27619.0
1694115415.787746,-495.0,-27875.0
1694115415.8027048,-108.0,-27943.0
1694115415.8163352,-133.0,-28004.0
1694115415.8306124,-396.0,-27975.0
1694115415.8447666,-574.0,-27970.0
1694115415.8589113,101.0,-28187.0
1694115415.8738685,-262.0,-28314.0
1694115415.8883474,-299.0,-28081.0
1694115415.9025693,171.0,-28040.0
1694115415.9162061,65.0,-28092.0
1694115415.9300442,86.0,-28117.0
1694115415.9449825,6.0,-28088.0
1694115415.958975,172.0,-28182.0
1694115415.9733498,138.0,-28054.0
1694115415.9873326,104.0,-28086.0
1694115416.0019293,127.0,-28017.0
1694115416.0159652,106.0,-28009.0
1694115416.0297906,162.0,-28003.0
1694115416.0439932,216.0,-28014.0
1694115416.0580535,162.0,-28008.0
1694115416.0711908,174.0,-28012.0
1694115416.0858393,68.0,-27926.0
1694115416.100071,322.0,-27869.0
1694115416.1143196,120.0,-27891.0
1694115416.1285744,133.0,-27770.0
1694115416.1427324,146.0,-27687.0
1694115416.156531,-236.0,-27501.0
1694115416.170613,88.0,-27422.0
1694115416.1840386,38.0,-27135.0
1694115416.1986723,-129.0,-26738.0
1694115416.21215,-300.0,-26104.0
1694115416.2268708,-279.0,-25757.0
1694115416.2410839,-303.0,-25302.0
1694115416.2563293,-270.0,-24147.0
1694115416.2711978,-185.0,-23380.0
1694115416.2856302,-197.0,-21817.0
1694115416.3001723,-253.0,-18909.0
1694115416.315642,-303.0,-15394.0
1694115416.3300526,-204.0,-18271.0
1694115416.3456306,-264.0,-27088.0
1694115416.360601,-254.0,-23114.0
1694115416.3755624,-209.0,-21108.0
1694115416.3899992,-264.0,-19521.0
1694115416.4042552,214.0,-18123.0
1694115416.419037,-53.0,-17300.0
1694115416.433618,-200.0,-16420.0
1694115416.4484465,339.0,-16457.0
1694115416.4619906,79.0,-16232.0
1694115416.4766736,453.0,-16099.0
1694115416.4909112,325.0,-15756.0
1694115416.5051608,237.0,-15431.0
1694115416.5201082,136.0,-15206.0
1694115416.5346262,-74.0,-15035.0
1694115416.5492067,-128.0,-14939.0
1694115416.5640268,-838.0,-14859.0
1694115416.578498,-1175.0,-14798.0
1694115416.5936732,-1113.0,-14618.0
1694115416.6076355,-1474.0,-14591.0
1694115416.6227267,-2001.0,-14553.0
1694115416.6366475,-3093.0,-14548.0
1694115416.6514165,-4073.0,-14775.0
1694115416.665916,-7015.0,-14547.0
1694115416.6806598,-6023.0,-14696.0
1694115416.6963074,-2046.0,-14600.0
1694115416.7102304,-1099.0,-14585.0
1694115416.725086,-4516.0,-14551.0
1694115416.7390163,-6834.0,-14606.0
1694115416.7528098,-8534.0,-14628.0
1694115416.7674701,-9521.0,-14643.0
1694115416.7811959,-10338.0,-14462.0
1694115416.7957814,-10661.0,-14546.0
1694115416.8098824,-10583.0,-14539.0
1694115416.8242996,-10946.0,-14501.0
1694115416.8387089,-11494.0,-14528.0
1694115416.8529086,-11938.0,-14708.0
1694115416.867042,-12536.0,-14509.0
1694115416.8813457,-12256.0,-14542.0
1694115416.8956754,-12467.0,-14589.0
1694115416.910167,-12545.0,-14512.0
1694115416.9241726,-12453.0,-14592.0
1694115416.937998,-12798.0,-14723.0
1694115416.9517982,-13032.0,-14757.0
1694115416.9664218,-13038.0,-14502.0
1694115416.9806828,-12744.0,-14726.0
1694115416.9950504,-12889.0,-14665.0
1694115417.009754,-13004.0,-14723.0
1694115417.0237186,-12968.0,-14594.0
1694115417.0377395,-12789.0,-14587.0
1694115417.0517008,-13177.0,-14556.0
1694115417.0656297,-13043.0,-14537.0
1694115417.079921,-13201.0,-14561.0
1694115417.09409,-12994.0,-14557.0
1694115417.1089149,-13432.0,-14586.0
1694115417.1308439,-13496.0,-14545.0
1694115417.1447597,-13463.0,-14677.0
1694115417.158567,-13015.0,-14816.0
1694115417.1729076,-12938.0,-14670.0
1694115417.186877,-13431.0,-14451.0
1694115417.2018335,-13307.0,-14580.0
1694115417.2164845,-13311.0,-14373.0
1694115417.2303064,-13031.0,-14562.0
1694115417.2437336,-13366.0,-14509.0
1694115417.2585528,-12742.0,-14756.0
1694115417.2726784,-13080.0,-14666.0
1694115417.2870777,-12517.0,-14723.0
1694115417.3011322,-12504.0,-14710.0
1694115417.3156323,-11628.0,-14731.0
1694115417.3312821,-11229.0,-14719.0
1694115417.3455346,-11154.0,-14607.0
1694115417.3613415,-10217.0,-14692.0
1694115417.3755522,-8635.0,-14750.0
1694115417.3907044,-6853.0,-14687.0
1694115417.405843,-4688.0,-14690.0
1694115417.420243,-1879.0,-14625.0
1694115417.4356508,-3573.0,-14717.0
1694115417.4500194,-8557.0,-14746.0
1694115417.4646196,-6691.0,-14614.0
1694115417.4796357,-5461.0,-14650.0
1694115417.4945557,-3825.0,-14570.0
1694115417.509734,-3078.0,-15058.0
1694115417.5242636,-3016.0,-15047.0
1694115417.5389764,-1490.0,-15411.0
1694115417.5541022,-2454.0,-15506.0
1694115417.5686727,-2464.0,-15727.0
1694115417.5836997,-1016.0,-16436.0
1694115417.5984967,-711.0,-16806.0
1694115417.6141028,-1133.0,-17317.0
1694115417.6284683,-435.0,-19108.0
1694115417.6427407,-796.0,-19295.0
1694115417.658515,-267.0,-21733.0
1694115417.6722097,472.0,-21792.0
1694115417.6869752,-1093.0,-14823.0
1694115417.7025309,-912.0,-14132.0
1694115417.7166462,-425.0,-18423.0
1694115417.7315364,190.0,-20203.0
1694115417.7464345,-46.0,-21860.0
1694115417.7610037,-152.0,-23439.0
1694115417.7765565,-94.0,-24069.0
1694115417.7906928,-99.0,-24395.0
1694115417.8059003,-57.0,-24917.0
1694115417.8207767,-671.0,-24373.0
1694115417.8349638,-706.0,-25071.0
1694115417.8501565,-3.0,-26479.0
1694115417.8645983,-35.0,-26517.0
1694115417.8803277,-613.0,-26601.0
1694115417.8945637,-459.0,-27390.0
1694115417.9088202,73.0,-27379.0
1694115417.923866,-707.0,-26986.0
1694115417.938463,126.0,-27012.0
